subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,11/5/2018,7/3/2017,7/7/2017,Ipsos,B+,466,lv,.0223803,0,40.4,31.2,44.5141,34.71906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49956,87369,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/4/2017,7/8/2017,Ipsos,B+,526,lv,.0248761,0,41.5,33.1,45.6141,36.61906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49955,87368,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/5/2017,7/9/2017,Ipsos,B+,491,lv,.0228704,0,41.9,31.9,46.0141,35.41906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49954,87367,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/7/2017,7/9/2017,Morning Consult,B-,1983,rv,.1732352,0,43,40,47.56789,41.9945,"","",https://morningconsult.com/wp-content/uploads/2017/07/170701_crosstabs_Politico_v1_AP-1-1.pdf,49960,78517,7/10/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/6/2017,7/10/2017,Ipsos,B+,482,lv,.0221147,0,40.5,33.6,44.6141,37.11906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49953,87366,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/7/2017,7/11/2017,Ipsos,B+,464,lv,.0209707,0,40.9,34.7,45.0141,38.21906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49967,87365,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/8/2017,7/12/2017,Ipsos,B+,455,lv,.020259,0,38.6,36,42.7141,39.51906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49966,87364,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/9/2017,7/11/2017,YouGov,B,1274,rv,.2510278,0,39,32,43.73125,34.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/38eszqtohw/econTabReport.pdf,49958,78515,7/12/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/9/2017,7/13/2017,Ipsos,B+,427,lv,.0187326,0,34.9,35.2,39.0141,38.71906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49965,87363,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/10/2017,7/14/2017,Ipsos,B+,397,lv,.0171623,0,32.4,36,36.5141,39.51906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49984,87362,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/10/2017,7/13/2017,ABC News/Washington Post,A+,859,rv,1.755256,0,52,38,50.51143,37.6754,"","",https://www.washingtonpost.com/politics/ahead-of-midterms-voters-prefer-democrats-even-as-republicans-appear-more-motivated-to-vote/2017/07/19/470441d6-6c01-11e7-96ab-5f38140b38cc_story.html?utm_term=.a531d42d6cc5,49973,78559,7/14/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/11/2017,7/15/2017,Ipsos,B+,402,lv,.0171267,0,31.5,35.5,35.6141,39.01906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49983,87361,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/12/2017,7/16/2017,Ipsos,B+,383,lv,.0160817,0,29.6,37,33.7141,40.51906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49982,87360,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/13/2017,7/15/2017,Morning Consult,B-,1994,rv,.1728099,0,42,40,46.56789,41.9945,"","",https://morningconsult.com/wp-content/uploads/2017/07/170705_topline_Politico_v1_TB-2.pdf,49989,78566,7/16/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/13/2017,7/17/2017,Ipsos,B+,366,lv,.0151462,0,34,36,38.1141,39.51906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49981,87359,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/14/2017,7/17/2017,Public Policy Polling,B,836,rv,.7628533,0,50,40,48.75171,39.89225,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_71817.pdf,49979,78545,7/18/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/14/2017,7/18/2017,Ipsos,B+,401,lv,.0163559,0,37,34.1,41.1141,37.61906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49997,87358,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/15/2017,7/18/2017,YouGov,B,1264,rv,.2477837,0,40,34,44.73125,36.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tkeqcl9vz3/econTabReport.pdf,49987,78563,7/19/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/15/2017,7/19/2017,Ipsos,B+,444,lv,.0178499,0,37.6,34.6,41.7141,38.11906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49996,87357,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/16/2017,7/20/2017,Ipsos,B+,470,lv,.0186248,0,38.1,36.4,42.2141,39.91906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,49995,87356,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/17/2017,7/21/2017,Ipsos,B+,416,lv,.01625,0,38.8,35.3,42.9141,38.81906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,50013,87355,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,7/18/2017,7/22/2017,Ipsos,B+,1349,rv,.0519466,0,37.8,33.5,41.9141,37.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50012,79263,7/23/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/19/2017,7/23/2017,Ipsos,B+,1296,rv,.0492142,0,37.7,34.9,41.8141,38.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50011,79262,7/24/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/20/2017,7/24/2017,Ipsos,B+,1276,rv,.0477997,0,40.7,34,44.8141,37.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50010,79261,7/25/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/20/2017,7/24/2017,Morning Consult,B-,3981,rv,.3419598,0,40,40,44.56789,41.9945,"","",https://morningconsult.com/wp-content/uploads/2017/07/170708_crosstabs_Politico_v1_TB.pdf,50008,78609,7/25/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/21/2017,7/25/2017,Ipsos,B+,1265,rv,.0467627,0,40.7,33.9,44.8141,37.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50024,79260,7/26/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/22/2017,7/26/2017,Ipsos,B+,1241,rv,.0452852,0,43.1,33.1,47.2141,36.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50023,79259,7/27/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/23/2017,7/25/2017,YouGov,B,1270,rv,.2480263,0,40,34,44.73125,36.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u4wgpax6ng/econTabReport.pdf,50014,78608,7/26/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/23/2017,7/27/2017,Ipsos,B+,1804,rv,.0650022,0,42.5,34,46.6141,37.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50022,79258,7/28/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/24/2017,7/28/2017,Ipsos,B+,2835,rv,.1009129,0,43.9,32.4,48.0141,35.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50038,79257,7/29/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/21/2017,7/31/2017,Gravis Marketing,C+,1917,a,1.269022,0,46,40,46.08432,39.1986,"","",http://orlando-politics.com/2017/08/11/new-poll-donald-trump-twice-as-popular-as-mitch-mcconnell/amp/,50080,78710,8/1/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/25/2017,7/29/2017,Ipsos,B+,3119,rv,.1097558,0,42.9,32.6,47.0141,36.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50037,79256,7/30/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/26/2017,7/30/2017,Ipsos,B+,3128,rv,.1089044,0,42.8,32.4,46.9141,35.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50036,79255,7/31/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/27/2017,7/29/2017,Morning Consult,B-,1972,rv,.1707285,0,44,37,48.56789,38.9945,"","",http://www.politico.com/f/?id=0000015d-9a1e-da7a-a5df-dbbe5f4a0001,50032,78647,7/30/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/27/2017,7/31/2017,Ipsos,B+,3178,rv,.1095555,0,42.3,33.3,46.4141,36.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50035,79254,8/1/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/28/2017,8/1/2017,Ipsos,B+,2614,rv,.0892933,0,42.5,33.4,46.6141,36.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50052,79253,8/2/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/27/2017,8/1/2017,Quinnipiac University,A-,1125,rv,.7826583,0,52,38,49.86077,37.8518,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2477,50042,78651,8/2/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/29/2017,8/2/2017,Ipsos,B+,1685,rv,.0570693,0,40.8,34,44.9141,37.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50051,79252,8/3/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/30/2017,8/3/2017,Ipsos,B+,1372,rv,.0460875,0,39.6,34.4,43.7141,37.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50050,79251,8/4/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/31/2017,8/1/2017,YouGov,B,1329,rv,.2581219,0,39,34,43.73125,36.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tn9k94h20u/econTabReport.pdf,50040,78646,8/2/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,7/31/2017,8/4/2017,Ipsos,B+,1372,rv,.0457197,0,40.2,35.4,44.3141,38.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50063,79250,8/5/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/1/2017,8/5/2017,Ipsos,B+,1340,rv,.0442993,0,42,34.1,46.1141,37.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50062,79249,8/6/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/2/2017,8/6/2017,Ipsos,B+,1343,rv,.0440485,0,42.4,32.4,46.5141,35.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50061,79248,8/7/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/3/2017,8/7/2017,Ipsos,B+,1354,rv,.0440611,0,42.4,33,46.5141,36.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50060,79247,8/8/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/3/2017,8/6/2017,Morning Consult,B-,1992,rv,.174594,0,43,36,47.56789,37.9945,"","",http://www.politico.com/f/?id=0000015d-c4ae-d494-a77f-e6be72bd0000,50065,78683,8/7/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/3/2017,8/6/2017,CNN/SSRS,A-,921,rv,1.232233,0,51,42,48.30853,40.73169,"","",http://i2.cdn.turner.com/cnn/2017/images/08/10/poll.toplines.pdf,50056,78692,8/7/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/4/2017,8/8/2017,Ipsos,B+,1431,rv,.0462035,0,45,33.3,49.1141,36.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50076,79246,8/9/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/6/2017,8/8/2017,YouGov,B,1303,rv,.2522346,0,39,34,43.73125,36.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7421rdkvgi/econToplines.pdf,50066,78688,8/9/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/5/2017,8/9/2017,Ipsos,B+,1447,rv,.0463585,0,44.2,33.2,48.3141,36.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50075,79245,8/10/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/6/2017,8/10/2017,Ipsos,B+,1473,rv,.0468365,0,42.6,33.4,46.7141,36.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50074,79244,8/11/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/7/2017,8/11/2017,Ipsos,B+,1515,rv,.0478205,0,42.4,34.2,46.5141,37.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50089,79243,8/12/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/8/2017,8/12/2017,Marist College,A,883,rv,1.49795,0,47,40,47.15729,40.32661,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us170809/Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_August%202017.pdf,50091,78726,8/13/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/8/2017,8/12/2017,Ipsos,B+,1455,rv,.0456022,0,42.2,33.5,46.3141,37.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50088,79242,8/13/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/9/2017,8/13/2017,Ipsos,B+,1394,rv,.0433912,0,42,32.9,46.1141,36.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50087,79241,8/14/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/9/2017,8/15/2017,Quinnipiac University,A-,1361,rv,.8980095,0,50,40,47.86077,39.8518,"","",https://poll.qu.edu/images/polling/us/us08172017_Ucva52n.pdf/,50099,78739,8/16/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/10/2017,8/14/2017,Morning Consult,B-,1997,rv,.1767617,0,40,38,44.56789,39.9945,"","",https://morningconsult.com/wp-content/uploads/2017/08/170806_crosstabs_Politico_v2_TB.pdf,50098,78737,8/15/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/10/2017,8/14/2017,Ipsos,B+,1372,rv,.0424226,0,43.3,32,47.4141,35.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50086,79240,8/15/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/11/2017,8/15/2017,Ipsos,B+,1362,rv,.0418412,0,43.2,31.7,47.3141,35.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50105,79239,8/16/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/12/2017,8/16/2017,Ipsos,B+,1685,rv,.0514383,0,43.8,30.6,47.9141,34.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50104,79238,8/17/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/13/2017,8/15/2017,YouGov,B,1282,rv,.2477214,0,41,33,45.73125,35.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9h2c1c3new/econTabReport.pdf,50095,78732,8/16/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/13/2017,8/17/2017,Ipsos,B+,1945,rv,.0590168,0,43.6,31.7,47.7141,35.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50103,79237,8/18/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/13/2017,8/17/2017,Lake Research Partners/The Tarrance Group,"",1000,rv,1.244805,0,46,40,45.6232,39.47094,"","",https://mediarelations.gwu.edu/sites/mediarelations.gwu.edu/files/GWBattlegroundPoll62-questionnaire.pdf,50128,80145,8/18/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/14/2017,8/18/2017,Ipsos,B+,2276,rv,.0686643,0,41.8,32.2,45.9141,35.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50120,79236,8/19/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/15/2017,8/19/2017,Ipsos,B+,2595,rv,.0778685,0,41.4,33.1,45.5141,36.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50119,79235,8/20/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/17/2017,8/19/2017,Morning Consult,B-,1987,rv,.1774181,0,41,36,45.56789,37.9945,"","",http://www.politico.com/f/?id=0000015e-0bfc-d354-abfe-abfe66d70000,50122,78774,8/20/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/16/2017,8/20/2017,Ipsos,B+,2829,rv,.0844727,0,41.8,33,45.9141,36.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50118,79234,8/21/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/17/2017,8/21/2017,Ipsos,B+,2491,rv,.0740513,0,40.7,33.8,44.8141,37.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50117,79233,8/22/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/18/2017,8/22/2017,Ipsos,B+,2264,rv,.0670331,0,40.3,33.9,44.4141,37.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50136,79232,8/23/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/18/2017,8/21/2017,Public Policy Polling,B,887,rv,.8199145,0,49,35,47.75171,34.89225,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_82317.pdf,50124,78776,8/22/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/17/2017,8/22/2017,Quinnipiac University,A-,1514,rv,.9880927,0,50,38,47.86077,37.8518,"","",https://poll.qu.edu/images/polling/us/us08242017_Ua27nbp.pdf/,50126,78782,8/23/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/20/2017,8/22/2017,YouGov,B,1316,rv,.253938,0,39,33,43.73125,35.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6q36eat3uv/econTabReport.pdf,50123,78773,8/23/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/19/2017,8/23/2017,Ipsos,B+,2005,rv,.0591475,0,41,33.9,45.1141,37.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50135,79231,8/24/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/20/2017,8/24/2017,Ipsos,B+,1732,rv,.0509222,0,40.9,33.8,45.0141,37.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50134,79230,8/25/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/21/2017,8/25/2017,Ipsos,B+,1612,rv,.0472453,0,42.4,33.7,46.5141,37.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50148,79229,8/26/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/22/2017,8/26/2017,Ipsos,B+,1352,rv,.0395085,0,42.6,33.9,46.7141,37.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50147,79228,8/27/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/23/2017,8/27/2017,Ipsos,B+,1065,rv,.031034,0,43.5,32.5,47.6141,36.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50146,79227,8/28/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/24/2017,8/28/2017,Morning Consult,B-,1999,rv,.1805886,0,40,36,44.56789,37.9945,"","",https://morningconsult.com/wp-content/uploads/2017/08/170814_crosstabs_Politico_v1_TB-1.pdf,50150,78816,8/29/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/24/2017,8/28/2017,Ipsos,B+,1513,rv,.0439672,0,41.3,35,45.4141,38.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50145,79226,8/29/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/24/2017,8/28/2017,McLaughlin & Associates,C-,1000,lv,.5622792,0,44.2,44.2,46.47379,41.7372,"","",http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50463,79638,8/29/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/25/2017,8/29/2017,Ipsos,B+,1480,rv,.0428959,0,40.5,33.8,44.6141,37.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50162,79225,8/30/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/26/2017,8/30/2017,Ipsos,B+,1397,rv,.0403897,0,38.4,35.4,42.5141,38.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50161,79224,8/31/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/27/2017,8/29/2017,YouGov,B,1278,rv,.246706,0,40,32,44.73125,34.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3cpxyte95h/econToplines.pdf,50151,78818,8/30/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/27/2017,8/31/2017,Ipsos,B+,1717,rv,.0495223,0,38.7,36,42.8141,39.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50160,79223,9/1/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/28/2017,9/1/2017,Ipsos,B+,1999,rv,.0575265,0,39.8,35.7,43.9141,39.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50174,79222,9/2/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/29/2017,9/2/2017,Ipsos,B+,1530,rv,.0439403,0,40.9,36,45.0141,39.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50173,79221,9/3/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/30/2017,9/3/2017,Ipsos,B+,1468,rv,.042079,0,41,37.1,45.1141,40.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50172,79220,9/4/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/31/2017,9/4/2017,Ipsos,B+,1461,rv,.0418031,0,41.2,36.5,45.3141,40.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50171,79219,9/5/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,8/31/2017,9/3/2017,Morning Consult,B-,1993,rv,.1819733,0,43,38,47.56789,39.9945,"","",https://morningconsult.com/wp-content/uploads/2017/09/170817_crosstabs_Politico_v1_TB-1.pdf,50170,78854,9/4/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/1/2017,9/5/2017,Ipsos,B+,1399,rv,.0399618,0,41.3,35.6,45.4141,39.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50185,79218,9/6/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/2/2017,9/6/2017,Ipsos,B+,1401,rv,.0399557,0,39.5,37.5,43.6141,41.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50184,79217,9/7/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/3/2017,9/5/2017,YouGov,B,1303,rv,.2513498,0,39,33,43.73125,35.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yxup54e0o1/econTabReport.pdf,50176,78852,9/6/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/3/2017,9/7/2017,Ipsos,B+,1378,rv,.0392422,0,40.1,37,44.2141,40.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50183,79216,9/8/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/4/2017,9/8/2017,Ipsos,B+,1436,rv,.0408387,0,39.9,36.7,44.0141,40.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50197,79215,9/9/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/5/2017,9/9/2017,Ipsos,B+,1419,rv,.0403057,0,39.7,36.6,43.8141,40.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50196,79214,9/10/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/6/2017,9/10/2017,Ipsos,B+,1407,rv,.0399212,0,40.7,35,44.8141,38.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50195,79213,9/11/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/7/2017,9/11/2017,Ipsos,B+,1416,rv,.0401371,0,42.3,33.4,46.4141,36.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50194,79212,9/12/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/7/2017,9/11/2017,Morning Consult,B-,1976,rv,.1821748,0,40,37,44.56789,38.9945,"","",http://www.politico.com/f/?id=0000015e-784f-dad5-a77f-7cef00960000,50198,78884,9/12/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/8/2017,9/12/2017,Ipsos,B+,1417,rv,.0401306,0,43,32.6,47.1141,36.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50210,79211,9/13/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/10/2017,9/12/2017,YouGov,B,1309,rv,.2525007,0,40,31,44.73125,33.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iaun8oq0e2/econTabReport.pdf,50200,78889,9/13/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/9/2017,9/13/2017,Ipsos,B+,1416,rv,.0400728,0,43.9,32.5,48.0141,36.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50209,79210,9/14/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/10/2017,9/14/2017,Ipsos,B+,1401,rv,.0396207,0,44.3,32.1,48.4141,35.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50208,79209,9/15/2017,15:58:20  5 Nov 2018
All polls,11/5/2018,9/11/2017,9/15/2017,Ipsos,B+,1329,rv,.0375599,0,44.8,32.7,48.9141,36.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50224,79208,9/16/2017,15:58:20  5 Nov 2018
